Wall time,Step,Value
1693064771.6946213,12,1.08378005027771
1693064785.145156,12,1.0714800357818604
1693064845.5173628,12,1.0611499547958374
1693064862.1528587,12,1.0582599639892578
1693064877.475924,13,0.981249988079071
1693064933.978497,13,1.0501600503921509
1693064936.3329597,13,1.0498199462890625
1693064955.5418463,13,1.044319987297058
1693065011.0985448,14,1.0686099529266357
1693065018.634249,14,1.0460599660873413
1693065023.3718085,14,1.0505599975585938
1693065034.5857334,14,1.0535999536514282
1693065054.3406034,14,1.0418800115585327
1693065057.5923905,14,1.0409400463104248
1693065069.3955252,14,1.0382000207901
1693065079.168429,14,1.0422099828720093
1693065154.269693,15,1.0390499830245972
1693065157.6918538,15,1.0382100343704224
1693065183.7582257,15,1.029670000076294
1693065219.7805893,15,1.034250020980835
1693065253.5580382,16,1.0182900428771973
1693065309.3879433,16,1.0274900197982788
1693065330.7668982,16,1.0235400199890137
1693065333.98608,16,1.0246399641036987
1693065356.269065,16,1.0257899761199951
1693065358.5738518,16,1.0260000228881836
1693065392.0058198,17,1.0444799661636353
1693065393.4761248,17,1.0453300476074219
1693065484.9168847,17,1.018530011177063
1693065566.1256516,18,1.0074399709701538
1693065571.3253345,18,1.0105799436569214
1693065609.738071,18,1.0156099796295166
1693065633.5977995,19,1.0062899589538574
1693065635.007289,19,1.0089499950408936
1693065643.3221738,19,1.0177099704742432
1693065670.859471,19,1.0166300535202026
1693065676.529599,19,1.0158900022506714
1693065677.381933,19,1.01528000831604
1693065685.3318331,19,1.014050006866455
1693065696.236256,19,1.0128599405288696
1693065696.9945128,19,1.0140999555587769
1693065704.4607134,19,1.0126099586486816
1693065716.5331357,19,1.0104299783706665
1693065726.6110387,19,1.0134199857711792
1693065730.7133904,19,1.0147700309753418
1693065764.0684423,20,1.0182700157165527
1693065764.3393862,20,1.0187599658966064
1693065772.0750868,20,1.0204700231552124
1693065796.3644478,20,1.016510009765625
1693065803.25512,20,1.0164999961853027
1693065812.4093091,20,1.0222400426864624
1693065822.3927886,20,1.0231499671936035
1693065843.9177768,20,1.020400047302246
1693065890.4414072,21,1.0182900428771973
1693065932.5855525,21,1.0110299587249756
1693065941.3387563,21,1.0118099451065063
1693065944.1710837,21,1.0149699449539185
1693066037.5121896,22,0.9902700185775757
1693066038.5441039,22,0.9917500019073486
1693066043.263418,22,0.9920300245285034
1693066045.9517877,22,0.9908199906349182
1693066053.0841691,22,0.9935299754142761
1693066061.131032,22,0.9980499744415283
1693066068.2522013,22,0.996429979801178
1693066080.1944642,22,0.9941200017929077
1693066094.3083904,22,0.9923400282859802
1693066095.4832625,22,0.9924200177192688
1693066097.6268435,22,0.9922599792480469
1693066134.521255,23,0.961139976978302
1693066156.786402,23,1.0028200149536133
1693066170.7134106,23,1.00600004196167
1693066170.9120765,23,1.0059800148010254
1693066174.7506857,23,1.0028899908065796
1693066206.4694111,23,0.997439980506897
1693066216.440554,23,0.9970899820327759
1693066217.3211484,23,0.997189998626709
1693066236.140338,23,0.9983299970626831
1693066239.6250856,23,0.9960899949073792
1693066284.8024666,24,0.999750018119812
1693066292.9919496,24,0.992579996585846
1693066299.259684,24,0.9904699921607971
1693066344.213842,24,0.9864599704742432
1693066348.192236,24,0.9827100038528442
1693066355.890403,24,0.9827700257301331
1693066409.03272,25,1.0155800580978394
1693066460.8618312,25,0.9967700242996216
1693066460.9613304,25,0.9967899918556213
1693066464.4024172,25,0.9975699782371521
1693066498.0803688,25,0.9924399852752686
1693066498.6611323,25,0.9928299784660339
1693066547.6030567,26,0.9946900010108948
1693066558.1564016,26,0.9926999807357788
1693066562.1092293,26,0.9946799874305725
1693066582.007222,26,1.002150058746338
1693066591.3172507,26,0.9980300068855286
1693066657.3427064,27,0.9768499732017517
1693066668.8658025,27,0.9962000250816345
1693066713.048604,27,0.9851700067520142
1693066715.7654152,27,0.9836400151252747
1693066722.230417,27,0.979640007019043
1693066736.5416844,27,0.9811999797821045
1693066743.046948,27,0.9809799790382385
1693066776.4474366,28,0.9846100211143494
1693066777.9806294,28,0.9865099787712097
1693066790.6052024,28,0.982200026512146
1693066813.4502385,28,0.9895300269126892
1693066832.182097,28,0.9886999726295471
1693066834.9334319,28,0.9878000020980835
1693066850.1173146,28,0.9866300225257874
1693066865.9653387,28,0.9848399758338928
1693066892.3181486,29,0.9567599892616272
1693066906.493962,29,0.9748200178146362
1693066916.2307694,29,0.9766799807548523
1693066917.6019256,29,0.9777799844741821
1693066989.4199579,29,0.9805200099945068
1693066993.3077614,29,0.9786199927330017
1693067031.9814034,30,0.9904699921607971
1693067051.35531,30,0.9732900261878967
1693067057.1227558,30,0.9746699929237366
1693067064.0096378,30,0.9682499766349792
1693067084.679818,30,0.9567899703979492
1693067108.8806813,30,0.9634600281715393
1693067120.4369383,30,0.9661999940872192
1693067144.8239899,31,0.9784700274467468
1693067155.6969953,31,0.9800199866294861
1693067169.837701,31,0.9775099754333496
1693067170.646183,31,0.9771400094032288
1693067184.2680454,31,0.9797300100326538
1693067198.8889747,31,0.9756799936294556
1693067208.4965367,31,0.9754700064659119
1693067219.3000007,31,0.9749400019645691
1693067222.122604,31,0.973550021648407
1693067268.6183782,32,0.9791300296783447
1693067269.9813275,32,0.9643700122833252
1693067272.1222255,32,0.9632200002670288
1693067273.9977171,32,0.9630699753761292
1693067279.8195033,32,0.9773100018501282
1693067283.7247329,32,0.9805399775505066
1693067287.6037965,32,0.9811800122261047
1693067300.8715012,32,0.9809899926185608
1693067311.734245,32,0.9826099872589111
1693067335.2770214,32,0.9807000160217285
1693067337.4346533,32,0.9774100184440613
1693067352.38657,32,0.9715499877929688
1693067360.3135235,32,0.9692299962043762
1693067378.723399,32,0.964680016040802
1693067447.1670623,33,0.9547299742698669
1693067449.3728356,33,0.9551200270652771
1693067451.7306094,33,0.9573500156402588
1693067462.9239109,33,0.9588000178337097
1693067472.047028,33,0.961929976940155
1693067492.4553077,33,0.9594600200653076
1693067500.5643024,33,0.9583100080490112
1693067523.4886856,34,0.9326000213623047
1693067525.2717562,34,0.9404699802398682
1693067531.9789057,34,0.9539200067520142
1693067553.4964848,34,0.9493399858474731
1693067556.5870605,34,0.9477599859237671
1693067594.0395467,34,0.9618200063705444
1693067597.198693,34,0.9617400169372559
1693067608.7362578,34,0.9658600091934204
1693067617.0473983,34,0.9643700122833252
1693067622.7646787,34,0.9630200266838074
1693067664.9840953,35,0.9529200196266174
1693067695.8729641,35,0.9627199769020081
1693067724.910023,35,0.9678999781608582
1693067736.245857,35,0.9677500128746033
1693067779.9638271,36,0.960129976272583
1693067804.8573744,36,0.9373800158500671
1693067806.4691265,36,0.9381800293922424
1693067834.6035187,36,0.9457899928092957
1693067847.4960444,36,0.9476699829101562
1693067862.3242774,36,0.9546200037002563
1693067907.2863114,37,0.9576200246810913
1693067949.4297414,37,0.9553800225257874
1693067952.3195586,37,0.9545800089836121
1693067957.7094724,37,0.9561200141906738
1693067967.8623357,37,0.9542800188064575
1693067970.9743414,37,0.9524499773979187
1693067982.221491,37,0.953719973564148
1693068022.4292586,38,0.9696999788284302
1693068043.5082312,38,0.9490200281143188
1693068060.7193272,38,0.9549300074577332
1693068061.1246212,38,0.954010009765625
1693068064.3511794,38,0.9509699940681458
1693068066.2867196,38,0.95100998878479
1693068073.400573,38,0.9506000280380249
1693068098.3037758,38,0.9491699934005737
1693068119.2186346,38,0.9473400115966797
1693068121.8767145,38,0.9468500018119812
1693068141.278306,39,0.9331700205802917
1693068161.6481404,39,0.9409400224685669
1693068163.2760458,39,0.9411200284957886
1693068223.1584687,39,0.9462100267410278
1693068268.1538737,40,0.9311800003051758
1693068270.0259597,40,0.928309977054596
1693068292.3934193,40,0.9406399726867676
1693068391.2799227,41,0.959879994392395
1693068400.938689,41,0.9756900072097778
1693068404.074958,41,0.9587399959564209
1693068411.5195618,41,0.9640600085258484
1693068414.057049,41,0.956279993057251
1693068414.4308293,41,0.9549499750137329
1693068420.8520393,41,0.9395899772644043
1693068439.6781404,41,0.9461899995803833
1693068447.5220013,41,0.9465500116348267
1693068460.1758914,41,0.9454799890518188
1693068460.8390503,41,0.9462199807167053
1693068465.8056977,41,0.9474499821662903
1693068471.0134306,41,0.9495700001716614
1693068533.5145319,42,0.9635699987411499
1693068548.890419,42,0.9626100063323975
1693068583.3040104,42,0.9503700137138367
1693068584.2163436,42,0.9504600167274475
1693068589.7632604,42,0.9486200213432312
1693068603.3959932,42,0.9444599747657776
1693068631.036025,43,1.0295100212097168
1693068700.1583874,43,0.9465399980545044
1693068701.6953404,43,0.9459900259971619
1693068709.7481139,43,0.945169985294342
1693068718.9513187,43,0.9457399845123291
1693068814.5192583,44,0.942550003528595
1693068844.193552,44,0.9458799958229065
1693068849.3577049,44,0.9456400275230408
1693068852.4642072,44,0.9459900259971619
1693068856.2553294,44,0.947950005531311
1693068860.2738435,44,0.94896000623703
1693068885.5961795,45,0.9231799840927124
1693068892.1539779,45,0.9407899975776672
1693068894.6937308,45,0.9535599946975708
1693068905.4568594,45,0.9633700251579285
1693068916.243429,45,0.9586499929428101
1693068920.9518003,45,0.9550700187683105
1693068951.647753,45,0.9459400177001953
1693068984.7814012,45,0.9420199990272522
1693069039.224401,46,0.9275100231170654
1693069047.2645774,46,0.9323499798774719
1693069059.8167012,46,0.930180013179779
1693069124.8548927,47,1.0488100051879883
1693069130.0776145,47,0.9527300000190735
1693069139.2838647,47,0.9561200141906738
1693069140.8058214,47,0.9556400179862976
1693069143.6718142,47,0.9430500268936157
1693069151.3763661,47,0.939769983291626
1693069187.2921507,47,0.9330199956893921
1693069206.9041345,47,0.9367600083351135
1693069223.384911,47,0.9399499893188477
1693069251.7953868,48,0.9939200282096863
1693069261.7777867,48,0.9853600263595581
1693069267.1509473,48,0.9700000286102295
1693069318.871943,48,0.941789984703064
1693069319.748861,48,0.9415500164031982
1693069334.6001108,48,0.9372699856758118
1693069338.9834259,48,0.9357399940490723
1693069381.8528402,49,0.9306399822235107
1693069387.8428023,49,0.9283900260925293
1693069404.151743,49,0.9396499991416931
1693069421.8531687,49,0.9325000047683716
1693069444.675294,49,0.9271199703216553
1693069448.1619196,49,0.9281399846076965
1693069464.3569815,49,0.9347900152206421
1693069465.7699518,49,0.9344099760055542
1693069514.6965652,50,0.933929979801178
1693069539.0352046,50,0.9318199753761292
1693069539.8952699,50,0.9333800077438354
1693069540.2876837,50,0.933139979839325
1693069540.6914287,50,0.9340999722480774
1693069554.649246,50,0.9302499890327454
1693069559.1807477,50,0.9292200207710266
1693069575.9638455,50,0.924839973449707
1693069579.6613066,50,0.9257400035858154
1693069581.1190853,50,0.9267500042915344
1693069593.4549866,50,0.9295399785041809
1693069651.6127431,51,0.9257500171661377
1693069663.5985024,51,0.9250199794769287
1693069676.837114,51,0.9265999794006348
1693069681.3050218,51,0.9289600253105164
1693069702.9537773,51,0.9297900199890137
1693069713.6489794,51,0.9286800026893616
1693069750.7349734,52,0.9608200192451477
1693069751.5211864,52,0.9637200236320496
1693069767.5031786,52,0.9382699728012085
1693069772.5271587,52,0.931190013885498
1693069830.3592973,52,0.9279299974441528
1693069847.669199,52,0.925790011882782
1693069849.165854,52,0.9261199831962585
1693069869.8021717,53,0.9456599950790405
1693069887.1321428,53,0.9307199716567993
1693069890.367939,53,0.9266200065612793
1693069908.2952187,53,0.9325299859046936
1693069938.6744325,53,0.9353299736976624
1693069939.2943976,53,0.934939980506897
1693069957.5227802,53,0.9357600212097168
1693069996.6038072,54,0.9358999729156494
1693070051.077901,54,0.9367499947547913
1693070065.4915235,54,0.934499979019165
1693070077.190197,54,0.9317799806594849
1693070085.7501206,54,0.9322999715805054
1693070105.3835285,55,0.9024800062179565
1693070108.410874,55,0.8798099756240845
1693070110.2956653,55,0.8920599818229675
1693070160.0620918,55,0.9246399998664856
1693070164.7098775,55,0.9250800013542175
1693070176.022254,55,0.9201899766921997
1693070196.421456,55,0.9235299825668335
1693070199.3630028,55,0.9222300052642822
1693070263.6113274,56,0.9297800064086914
1693070264.1751394,56,0.9306399822235107
1693070266.3094475,56,0.9305599927902222
1693070275.1163955,56,0.9289100170135498
1693070292.8787951,56,0.9292799830436707
1693070379.3430092,57,0.9278299808502197
1693070386.458291,57,0.9315400123596191
1693070403.5705419,57,0.9366000294685364
1693070413.121817,57,0.9390699863433838
1693070428.8847504,57,0.9383100271224976
1693070485.8343008,58,0.9154800176620483
1693070493.4451356,58,0.9319300055503845
1693070523.813989,58,0.932889997959137
1693070527.0661924,58,0.9335899949073792
1693070559.6188154,58,0.924340009689331
1693070574.541585,58,0.9242600202560425
1693070606.7654471,59,0.910319983959198
1693070620.7183247,59,0.9201099872589111
1693070627.6095953,59,0.9201599955558777
1693070627.6820931,59,0.9207299947738647
1693070636.322803,59,0.9228699803352356
1693070651.6856833,59,0.9225800037384033
1693070670.9908493,59,0.9224399924278259
1693070682.990202,59,0.921019971370697
1693070693.8645103,59,0.9190800189971924
1693070718.528321,60,0.921999990940094
1693070747.8847148,60,0.9257799983024597
1693070748.9280775,60,0.9261400103569031
1693070765.5340388,60,0.9300900101661682
1693070786.6788075,60,0.9261000156402588
1693070833.1306593,61,0.8909100294113159
1693070837.9782639,61,0.9043999910354614
1693070853.763981,61,0.9225900173187256
1693070857.0139909,61,0.9266700148582458
1693070869.0806031,61,0.9233700037002563
1693070873.4502206,61,0.921459972858429
1693070880.0096521,61,0.9190800189971924
1693070899.69744,61,0.9131500124931335
1693070913.7889395,61,0.9166799783706665
1693070939.040763,61,0.9195700287818909
1693070999.9552264,62,0.9364799857139587
1693071016.1461072,62,0.9230499863624573
1693071018.7742653,62,0.9231399893760681
1693071023.3039882,62,0.9218900203704834
1693071077.0290663,63,0.9247400164604187
1693071161.4715936,63,0.9207900166511536
1693071163.366429,63,0.9208400249481201
1693071172.8564625,63,0.919950008392334
1693071177.720623,63,0.9194499850273132
1693071206.3982134,64,0.9469699859619141
1693071240.267427,64,0.9117900133132935
1693071246.200111,64,0.9133800268173218
1693071264.9402182,64,0.9151300191879272
1693071266.3770103,64,0.9154499769210815
1693071293.691823,64,0.9124699831008911
1693071295.7589033,64,0.9115200042724609
1693071332.1496143,65,0.9230599999427795
1693071340.025086,65,0.9216700196266174
1693071351.6827178,65,0.9337800145149231
1693071406.0100348,65,0.922029972076416
1693071417.489449,65,0.9224799871444702
1693071436.6796784,66,0.8539100289344788
1693071462.7171705,66,0.9243900179862976
1693071470.9430928,66,0.9306300282478333
1693071514.0591373,66,0.9194300174713135
1693071526.7403414,66,0.9182400107383728
1693071529.2571914,66,0.9178699851036072
1693071540.3260217,66,0.9139599800109863
1693071567.6801813,67,0.9067500233650208
1693071573.6891496,67,0.9102500081062317
1693071579.052325,67,0.9213899970054626
1693071581.385929,67,0.9220700263977051
1693071584.6536355,67,0.9180300235748291
1693071587.0332656,67,0.9183300137519836
1693071613.1309755,67,0.9160699844360352
1693071613.3368676,67,0.9162999987602234
1693071623.7617855,67,0.9178400039672852
1693071624.1506114,67,0.9173300266265869
1693071639.180621,67,0.9195700287818909
1693071656.089389,67,0.9194700121879578
1693071683.323357,68,0.9282799959182739
1693071697.0715075,68,0.9194200038909912
1693071714.4839647,68,0.9083899855613708
1693071728.9498744,68,0.9102500081062317
1693071776.8525772,68,0.9157900214195251
1693071777.3115382,68,0.9158300161361694
1693071782.1205757,68,0.9156000018119812
1693071788.238038,68,0.9150699973106384
1693071802.8784893,69,0.9038500189781189
1693071829.2700307,69,0.9503999948501587
1693071830.0147746,69,0.9472900032997131
1693071900.515533,69,0.9271100163459778
1693071939.9085555,70,0.9239500164985657
1693071969.523533,70,0.9202399849891663
1693071971.3624554,70,0.9205700159072876
1693071979.434884,70,0.9197499752044678
1693072014.9425726,70,0.9260299801826477
1693072043.090532,71,0.9866899847984314
1693072054.9097638,71,0.918969988822937
1693072077.06581,71,0.9232400059700012
1693072082.3919222,71,0.9247400164604187
1693072096.9808645,71,0.9195399880409241
1693072101.6577694,71,0.9212899804115295
1693072113.134954,71,0.9218900203704834
1693072124.9773607,71,0.9154700040817261
1693072125.6779928,71,0.9148899912834167
1693072166.6076505,72,0.9140099883079529
1693072200.969169,72,0.9341199994087219
1693072228.4682355,72,0.9307100176811218
1693072238.1398811,72,0.92426997423172
1693072262.270593,72,0.9210500121116638
1693072269.3534575,72,0.9202600121498108
1693072286.8847811,73,0.7603200078010559
1693072339.2818282,73,0.8971099853515625
1693072346.3331008,73,0.9014800190925598
1693072354.868409,73,0.9085299968719482
1693072356.167642,73,0.9093899726867676
1693072360.417395,73,0.9105299711227417
1693072363.5819986,73,0.9097499847412109
1693072395.9587,73,0.9133599996566772
1693072418.9519932,74,0.9216399788856506
1693072436.402055,74,0.9156799912452698
1693072473.6754627,74,0.9071499705314636
1693072479.1049151,74,0.9072099924087524
1693072479.4521017,74,0.9076200127601624
1693072486.1193478,74,0.9093300104141235
1693072492.5932872,74,0.9093199968338013
1693072514.696706,74,0.909529983997345
1693072516.2931316,74,0.9100300073623657
1693072542.327436,75,0.930109977722168
1693072544.7377026,75,0.9291999936103821
1693072548.3169322,75,0.9098899960517883
1693072584.391305,75,0.89860999584198
1693072586.1924288,75,0.8977000117301941
1693072596.2690978,75,0.8974400162696838
1693072623.3141336,75,0.9048399925231934
1693072635.357526,75,0.909850001335144
1693072650.498865,76,0.9155600070953369
1693072692.8705776,76,0.9011399745941162
1693072784.212998,77,0.8858100175857544
1693072787.690797,77,0.8896399736404419
1693072795.7853057,77,0.8968300223350525
1693072819.7398114,77,0.9074599742889404
1693072824.92391,77,0.9058300256729126
1693072839.5014584,77,0.9133099913597107
1693072863.4670227,77,0.9105600118637085
1693072899.7890153,78,0.8469899892807007
1693072916.0005286,78,0.869189977645874
1693072940.7294083,78,0.8897299766540527
1693072944.0066223,78,0.8915200233459473
1693072966.2037704,78,0.8969900012016296
1693072985.374073,78,0.9024099707603455
1693072994.574015,78,0.9043700098991394
1693073020.4380546,79,0.954200029373169
1693073041.0283623,79,0.9037500023841858
1693073044.5200248,79,0.9067299962043762
1693073048.175206,79,0.9083799719810486
1693073056.3061273,79,0.9040300250053406
1693073071.3775823,79,0.9053099751472473
1693073090.5032046,79,0.907260000705719
1693073093.7727613,79,0.9072499871253967
1693073097.0201995,79,0.9060099720954895
1693073108.2144172,79,0.903410017490387
1693073114.849,79,0.9027199745178223
1693073151.1374557,80,0.935230016708374
1693073154.217184,80,0.919439971446991
1693073231.229121,80,0.9079999923706055
1693073232.433822,80,0.9074900150299072
1693073239.3751445,80,0.9059699773788452
1693073264.9079552,81,0.879859983921051
1693073302.4634428,81,0.8952400088310242
1693073308.3416812,81,0.8982700109481812
1693073318.8959033,81,0.8997200131416321
1693073325.2254243,81,0.902209997177124
1693073329.279028,81,0.9019899964332581
1693073346.2788477,81,0.8974000215530396
1693073389.534819,82,0.9233599901199341
1693073443.2550275,82,0.9056199789047241
1693073457.276949,82,0.9089400172233582
1693073512.098137,83,0.8895400166511536
1693073520.7028391,83,0.8952900171279907
1693073522.3501334,83,0.8972899913787842
1693073560.4804938,83,0.8904899954795837
1693073562.1879206,83,0.8944699764251709
1693073575.3633542,83,0.8968600034713745
1693073583.835094,83,0.9014800190925598
1693073590.0759847,83,0.9036700129508972
1693073622.1844351,84,0.8764399886131287
1693073644.5880446,84,0.9307299852371216
1693073705.5594265,84,0.9106900095939636
1693073707.7531285,84,0.9112499952316284
1693073727.965585,84,0.9119200110435486
1693073757.1289418,85,0.9103400111198425
1693073772.1395402,85,0.9131500124931335
1693073774.1580446,85,0.9106000065803528
1693073774.4568546,85,0.9109100103378296
1693073783.3136656,85,0.9096599817276001
1693073783.5997968,85,0.9107599854469299
1693073819.7645297,85,0.9002100229263306
1693073822.2608666,85,0.900439977645874
1693073894.4421296,86,0.914680004119873
1693073900.304735,86,0.9163699746131897
1693073933.2306707,86,0.9001299738883972
1693073942.897617,86,0.9009199738502502
1693073968.2530668,86,0.9053000211715698
1693074022.343086,87,0.9080100059509277
1693074070.0087612,87,0.9050800204277039
1693074074.533809,87,0.9066200256347656
1693074085.7731247,87,0.9053500294685364
1693074122.1583738,88,0.8826000094413757
1693074133.2233362,88,0.8837699890136719
1693074150.0380013,88,0.8863300085067749
1693074163.5266557,88,0.8956800103187561
1693074177.2017124,88,0.9009600281715393
1693074182.8682437,88,0.9002199769020081
1693074186.189288,88,0.9004200100898743
1693074193.4203088,88,0.8993399739265442
1693074243.7121196,89,0.9069499969482422
1693074252.5591311,89,0.9099400043487549
1693074254.9323263,89,0.9099500179290771
1693074288.1818676,89,0.8992999792098999
1693074312.665556,89,0.9066699743270874
1693074319.4440022,89,0.9076899886131287
1693074372.332676,90,0.9093700051307678
1693074385.941923,90,0.904009997844696
1693074392.9329019,90,0.9033399820327759
1693074400.0137649,90,0.9038900136947632
1693074412.141833,90,0.9021099805831909
1693074416.5819132,90,0.902679979801178
1693074430.2794318,90,0.9055299758911133
1693074444.9012382,90,0.9071699976921082
1693074449.9641585,90,0.9073799848556519
1693074469.6114638,91,0.9131399989128113
1693074480.0703583,91,0.8872500061988831
1693074495.2855465,91,0.8913800120353699
1693074502.268782,91,0.8880800008773804
1693074521.1550298,91,0.8898599743843079
1693074528.1889596,91,0.8937199711799622
1693074532.7908766,91,0.8940899968147278
1693074597.9536798,92,0.8740299940109253
1693074643.6289542,92,0.8921999931335449
1693074654.7587104,92,0.8915899991989136
1693074654.907876,92,0.8918700218200684
1693074682.382136,92,0.8968700170516968
1693074732.9824073,93,0.921280026435852
1693074761.0761604,93,0.9124100208282471
1693074763.5356522,93,0.9109500050544739
1693074780.1190977,93,0.9112399816513062
1693074790.587599,93,0.9091200232505798
1693074796.2903533,93,0.9075899720191956
1693074797.1217377,93,0.9073899984359741
1693074803.959723,93,0.9073299765586853
1693074811.5063987,93,0.90802001953125
1693074831.4216835,94,0.9055200219154358
1693074839.2749147,94,0.8949900269508362
1693074849.3150413,94,0.8889899849891663
1693074851.4101582,94,0.8923199772834778
1693074858.9554737,94,0.8927599787712097
1693074864.5127513,94,0.8933299779891968
1693074865.6267781,94,0.8926600217819214
1693074907.756238,94,0.9031599760055542
1693074909.8440542,94,0.9032899737358093
1693074957.4224126,95,0.874019980430603
1693074977.2527046,95,0.8871200084686279
1693074980.2247071,95,0.8890399932861328
1693074985.4821465,95,0.8899199962615967
1693074994.5356798,95,0.8901699781417847
1693075014.3652472,95,0.8880800008773804
1693075017.4952996,95,0.8863499760627747
1693075022.9242425,95,0.883899986743927
1693075026.4959085,95,0.885860025882721
1693075027.5731564,95,0.8865500092506409
1693075047.3478916,95,0.8941900134086609
1693075084.9147105,96,0.9101399779319763
1693075090.965926,96,0.916379988193512
1693075133.3143084,96,0.9006199836730957
1693075166.1693392,96,0.9011099934577942
1693075172.0832498,96,0.9010199904441833
1693075220.509418,97,0.8976799845695496
1693075230.7419956,97,0.901669979095459
1693075232.1812897,97,0.9011300206184387
1693075233.961453,97,0.9013000130653381
1693075237.7758217,97,0.8994200229644775
1693075239.2070854,97,0.8977800011634827
1693075240.6816833,97,0.8980500102043152
1693075242.054708,97,0.8984299898147583
1693075246.05099,97,0.9006800055503845
1693075259.0925806,97,0.9030699729919434
1693075275.548312,97,0.9020799994468689
1693075292.9195392,97,0.906000018119812
1693075321.8731022,98,0.8972499966621399
1693075330.6474314,98,0.8850700259208679
1693075337.8979712,98,0.8804299831390381
1693075339.3513725,98,0.8814899921417236
1693075382.0971444,98,0.8957300186157227
1693075387.9312563,98,0.896120011806488
1693075400.1223652,98,0.8920599818229675
1693075428.2450101,99,0.9077399969100952
1693075437.3870723,99,0.9056500196456909
1693075447.4037256,99,0.9179900288581848
1693075479.8163912,99,0.9085400104522705
1693075554.6488705,100,0.8980699777603149
1693075558.3624463,100,0.89274001121521
1693075561.4158132,100,0.8901900053024292
1693075578.6354687,100,0.8969299793243408
1693075619.3274462,100,0.9059000015258789
1693075632.3357909,100,0.9030900001525879
1693075707.1650155,101,0.8916900157928467
1693075707.3005445,101,0.8916500210762024
1693075713.2790468,101,0.8936399817466736
1693075732.9865189,101,0.8966599702835083
1693075740.6390276,101,0.8971700072288513
1693075775.609976,102,0.9082599878311157
1693075799.107984,102,0.8830000162124634
1693075811.620035,102,0.8877300024032593
1693075814.7495768,102,0.8896399736404419
