                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                 1.4286,                 2.2205,                 1.0725,                 1.2138,                0.58684,                0.52741,                0.55907,                0.26891,                0.56587,                0.48593,                0.51914,                0.20869,                 1.6795,                 2.4651,                 1.2098,                 1.2116,                0.00134,                0.00134,                0.00134
                    102,                 1.4425,                 2.3101,                 1.0773,                 1.2079,                0.66526,                0.42741,                0.53992,                0.26622,                0.65249,                0.39852,                0.49097,                0.20237,                 1.6915,                 2.3534,                 1.2218,                 1.2044,              0.0013334,              0.0013334,              0.0013334
                    103,                 1.4184,                 2.2598,                  1.081,                 1.2262,                0.63668,                0.40369,                0.48306,                0.22781,                 0.6011,                 0.3637,                0.40735,                0.15657,                 1.7397,                 2.4684,                 1.3358,                 1.2317,              0.0013268,              0.0013268,              0.0013268
                    104,                 1.4292,                 2.2639,                 1.0656,                 1.2055,                0.54713,                0.48963,                0.53995,                0.26531,                0.62046,                 0.4037,                0.48681,                0.19241,                 1.6839,                 2.6544,                 1.2529,                 1.1982,              0.0013202,              0.0013202,              0.0013202
                    105,                 1.4086,                 2.2959,                 1.0358,                 1.1906,                0.55478,                0.46593,                0.50905,                0.24718,                0.56773,                0.38963,                0.45295,                0.18197,                 1.7096,                 2.7104,                 1.2866,                 1.2014,              0.0013136,              0.0013136,              0.0013136
                    106,                 1.4379,                 2.2531,                 1.0536,                  1.212,                0.60788,                0.41778,                0.47387,                0.23119,                 0.5905,                0.37407,                 0.4131,                0.16281,                 1.7115,                 2.5088,                 1.3202,                  1.204,               0.001307,               0.001307,               0.001307
                    107,                 1.4094,                  2.234,                 1.0455,                 1.2014,                0.65889,                0.43069,                 0.5197,                0.26194,                0.64425,                0.39333,                0.46396,                0.18722,                 1.6666,                 2.5061,                 1.2274,                  1.197,              0.0013004,              0.0013004,              0.0013004
                    108,                  1.428,                 2.2432,                 1.0796,                 1.1966,                0.63311,                0.42074,                 0.5114,                0.24263,                0.62915,                0.37826,                 0.4387,                0.17222,                 1.7123,                   2.44,                 1.2817,                 1.2026,              0.0012938,              0.0012938,              0.0012938
                    109,                 1.4177,                  2.211,                 1.0698,                 1.2012,                0.62753,                0.41481,                0.45633,                0.21671,                0.57314,                0.37926,                0.39386,                0.15224,                 1.7805,                 2.4045,                 1.3948,                 1.2287,              0.0012872,              0.0012872,              0.0012872
                    110,                 1.4259,                 2.1848,                 1.0416,                 1.1885,                0.62118,                0.44148,                0.52725,                0.25217,                0.59177,                0.40481,                0.46987,                0.19718,                 1.7151,                 3.8702,                 1.2325,                 1.2043,              0.0012806,              0.0012806,              0.0012806
                    111,                 1.4106,                 2.1692,                  1.014,                 1.1871,                0.62487,                0.41556,                0.46989,                0.22791,                0.59708,                0.35236,                0.39306,                0.15831,                 1.7319,                 2.6248,                 1.3139,                 1.2334,               0.001274,               0.001274,               0.001274
                    112,                 1.4137,                 2.2098,                 1.0463,                 1.1998,                0.59555,                 0.4837,                0.56257,                 0.2743,                0.59376,                0.44607,                 0.5068,                0.20059,                   1.67,                 4.7332,                 1.2039,                  1.205,              0.0012674,              0.0012674,              0.0012674
                    113,                 1.4095,                 2.1464,                 1.0247,                 1.1807,                0.62897,                0.41814,                0.48397,                0.23587,                0.59413,                0.38222,                0.42379,                0.17584,                 1.7183,                 2.6526,                 1.2897,                 1.2088,              0.0012608,              0.0012608,              0.0012608
                    114,                 1.3976,                 2.1708,                 1.0366,                 1.1911,                 0.6693,                0.41407,                 0.4948,                0.25013,                0.65413,                0.39556,                0.45142,                0.19384,                  1.703,                 2.4348,                 1.2757,                 1.2154,              0.0012542,              0.0012542,              0.0012542
                    115,                 1.4121,                 2.2095,                 1.0382,                 1.1946,                0.59211,                0.46775,                0.52141,                0.25776,                0.59224,                0.41259,                0.47119,                0.19065,                  1.689,                  4.488,                 1.2809,                 1.2154,              0.0012476,              0.0012476,              0.0012476
                    116,                 1.3932,                 2.1284,                 1.0357,                 1.1993,                0.62365,                 0.4775,                0.55992,                0.27658,                0.62044,                0.43778,                0.51987,                0.21845,                  1.669,                 2.9886,                 1.1744,                 1.2085,               0.001241,               0.001241,               0.001241
                    117,                 1.3884,                 2.1514,                 1.0326,                 1.1902,                  0.583,                 0.4422,                0.50599,                0.24705,                0.56772,                0.41037,                0.47197,                 0.1941,                 1.7061,                 2.4053,                 1.2528,                 1.2125,              0.0012344,              0.0012344,              0.0012344
                    118,                 1.4073,                 2.2021,                 1.0215,                  1.193,                0.66703,                0.42142,                0.50098,                0.25107,                0.65295,                 0.3963,                0.46053,                0.19183,                 1.6738,                 2.8954,                  1.279,                 1.2085,              0.0012278,              0.0012278,              0.0012278
                    119,                 1.3854,                 2.1774,                 1.0219,                 1.2018,                0.64178,                 0.4163,                0.51853,                0.24859,                 0.5945,                0.39531,                0.46511,                0.19329,                 1.6969,                  2.417,                 1.2709,                  1.191,              0.0012212,              0.0012212,              0.0012212
                    120,                 1.4155,                 2.1618,                 1.0328,                 1.1849,                0.60798,                0.47906,                0.53798,                0.25087,                  0.584,                 0.4237,                0.46662,                0.18042,                 1.7269,                 2.4733,                 1.2594,                 1.1999,              0.0012146,              0.0012146,              0.0012146
                    121,                 1.4169,                 2.2189,                 1.0227,                 1.1945,                0.53669,                0.45556,                0.49125,                 0.2378,                0.51866,                0.41778,                 0.4465,                0.17869,                 1.7216,                 2.5749,                 1.3364,                 1.1987,               0.001208,               0.001208,               0.001208
                    122,                 1.3978,                 2.2109,                 1.0667,                 1.1945,                0.55983,                0.44074,                0.50387,                0.24313,                0.56007,                0.38004,                0.43538,                0.17304,                 1.7018,                 2.4194,                 1.2845,                 1.2056,              0.0012014,              0.0012014,              0.0012014
                    123,                 1.3901,                 2.1933,                 1.0286,                  1.194,                0.64805,                0.44667,                0.51834,                0.25563,                 0.6094,                0.41142,                0.46385,                0.18762,                 1.6613,                  2.442,                 1.2945,                 1.1931,              0.0011948,              0.0011948,              0.0011948
                    124,                 1.3998,                 2.2047,                 1.0564,                 1.1881,                0.60995,                0.49407,                0.57568,                0.28267,                0.56716,                0.45556,                0.51376,                0.21087,                 1.6588,                 2.3742,                 1.1839,                 1.1782,              0.0011882,              0.0011882,              0.0011882
                    125,                 1.3958,                 2.1783,                 1.0531,                 1.1987,                0.59452,                0.47704,                0.53058,                0.25444,                0.58573,                0.41407,                0.46954,                0.19068,                 1.6683,                  3.729,                 1.2139,                 1.1757,              0.0011816,              0.0011816,              0.0011816
                    126,                 1.4262,                 2.2263,                 1.0316,                 1.1932,                0.67696,                0.41481,                  0.528,                0.25985,                0.63709,                0.36741,                0.46276,                0.18733,                 1.6884,                 2.3841,                 1.2136,                 1.1833,               0.001175,               0.001175,               0.001175
                    127,                 1.3817,                 2.1624,                 1.0286,                 1.1912,                 0.5878,                0.42296,                0.48699,                0.22282,                0.54139,                0.38125,                0.42151,                0.16235,                 1.7659,                 2.3986,                 1.3038,                 1.2207,              0.0011684,              0.0011684,              0.0011684
                    128,                 1.3758,                 2.1364,                 1.0095,                 1.1827,                 0.5993,                0.45977,                0.53587,                0.25893,                0.64365,                0.38519,                0.47354,                0.19097,                 1.6696,                 2.3619,                 1.2294,                 1.1915,              0.0011618,              0.0011618,              0.0011618
                    129,                 1.3778,                 2.1876,                 1.0029,                 1.1744,                0.62595,                0.41852,                0.49993,                0.24733,                0.60321,                0.37407,                0.44307,                0.18298,                 1.6724,                 2.3718,                 1.2836,                 1.1771,              0.0011552,              0.0011552,              0.0011552
                    130,                 1.4039,                 2.2022,                 1.0312,                 1.1898,                0.64041,                0.43556,                0.52692,                0.26202,                0.61927,                0.39926,                0.47329,                0.19796,                 1.6532,                 2.3409,                 1.2198,                 1.1792,              0.0011486,              0.0011486,              0.0011486
                    131,                 1.3788,                 2.1601,                 1.0141,                 1.1786,                 0.6339,                0.42963,                0.52959,                 0.2578,                0.59284,                0.39475,                0.46031,                0.18488,                  1.676,                 3.7998,                 1.2264,                 1.1872,               0.001142,               0.001142,               0.001142
                    132,                 1.3693,                 2.1845,                 1.0046,                 1.1652,                 0.5636,                0.49926,                0.54784,                0.27014,                0.56628,                 0.4294,                0.48305,                0.19766,                 1.6662,                 4.6692,                 1.1967,                 1.1817,              0.0011354,              0.0011354,              0.0011354
                    133,                 1.3963,                 2.2181,                 1.0223,                 1.1903,                0.62156,                0.46815,                0.53978,                0.26711,                0.59837,                0.41715,                0.47685,                0.18999,                 1.6784,                 2.3507,                 1.2177,                 1.1958,              0.0011288,              0.0011288,              0.0011288
                    134,                 1.3528,                 2.1208,                 1.0016,                 1.1699,                0.65503,                0.42963,                0.52319,                0.25766,                0.57567,                0.40519,                0.46062,                0.18924,                 1.6628,                 2.3657,                  1.234,                 1.1834,              0.0011222,              0.0011222,              0.0011222
                    135,                 1.3714,                 2.2116,                 1.0011,                 1.1775,                0.57812,                0.57111,                0.59705,                0.29492,                0.56379,                0.49704,                0.53318,                0.21733,                 1.6154,                 2.3881,                 1.1612,                 1.1645,              0.0011156,              0.0011156,              0.0011156
                    136,                 1.3677,                 2.1755,                 1.0129,                 1.1867,                0.61034,                0.40963,                0.46022,                0.22661,                0.59963,                0.37259,                0.40309,                0.15968,                 1.7087,                 2.4331,                 1.3569,                 1.2027,               0.001109,               0.001109,               0.001109
                    137,                 1.4221,                 2.2027,                 1.0302,                 1.1856,                0.54572,                0.56444,                0.57848,                0.28472,                 0.6241,                0.44766,                0.51773,                0.21457,                 1.6546,                 2.3544,                 1.1686,                 1.1797,              0.0011024,              0.0011024,              0.0011024
                    138,                 1.3629,                 2.1279,                0.99597,                 1.1721,                0.58197,                0.48468,                0.54818,                 0.2698,                0.55595,                0.43866,                0.48855,                0.20247,                 1.6737,                 2.4137,                 1.2206,                  1.201,              0.0010958,              0.0010958,              0.0010958
                    139,                 1.3791,                 2.0978,                 1.0027,                  1.173,                0.60157,                0.51111,                0.56352,                0.27874,                0.58733,                0.45778,                0.50598,                0.21217,                 1.6449,                   2.53,                 1.1777,                 1.1797,              0.0010892,              0.0010892,              0.0010892
                    140,                 1.3716,                 2.1774,                 0.9897,                 1.1809,                 0.6083,                0.48148,                0.54573,                0.26946,                0.59178,                0.43185,                0.48671,                0.19777,                 1.6619,                 2.3853,                 1.2143,                 1.1868,              0.0010826,              0.0010826,              0.0010826
                    141,                 1.3531,                 2.1368,                 1.0048,                  1.178,                0.67907,                0.41037,                0.50788,                 0.2575,                0.63723,                0.38148,                0.45407,                0.19656,                 1.6501,                 2.4352,                 1.2397,                 1.1734,               0.001076,               0.001076,               0.001076
                    142,                 1.3371,                 2.0642,                0.96646,                  1.165,                0.54161,                0.53926,                0.57607,                0.27931,                0.54008,                0.48624,                0.52668,                0.21498,                 1.6587,                 2.4076,                 1.1727,                 1.1922,              0.0010694,              0.0010694,              0.0010694
                    143,                 1.3728,                 2.1292,                 1.0037,                 1.1854,                0.61069,                0.49617,                0.56632,                0.27576,                0.59867,                0.46519,                0.50627,                0.20284,                 1.6573,                 2.5045,                  1.189,                  1.184,              0.0010628,              0.0010628,              0.0010628
                    144,                  1.373,                 2.1005,                 1.0093,                 1.1764,                0.60226,                0.50667,                0.56124,                0.27018,                0.59006,                0.45634,                0.48958,                0.18679,                 1.6992,                 2.6702,                 1.2105,                 1.2067,              0.0010562,              0.0010562,              0.0010562
                    145,                 1.3617,                 2.0842,                0.97422,                 1.1702,                0.59232,                0.48646,                  0.549,                0.27474,                 0.5492,                0.43852,                0.47578,                0.19766,                 1.6855,                 2.5972,                 1.2009,                 1.1991,              0.0010496,              0.0010496,              0.0010496
                    146,                  1.349,                 2.1235,                0.97183,                 1.1685,                0.59937,                0.51852,                0.56791,                 0.2755,                 0.5731,                0.46074,                0.50213,                0.19808,                 1.6681,                 2.3547,                 1.1922,                 1.1864,               0.001043,               0.001043,               0.001043
                    147,                 1.3789,                 2.1828,                 1.0055,                 1.1798,                0.66474,                0.41858,                0.50235,                0.25416,                0.65321,                0.36889,                0.44957,                0.18524,                 1.6714,                 2.3737,                 1.2495,                 1.1899,              0.0010364,              0.0010364,              0.0010364
                    148,                 1.3425,                 2.1262,                0.98303,                 1.1689,                 0.6296,                0.45259,                 0.5258,                0.26413,                0.61399,                0.40889,                0.46986,                0.18926,                 1.6603,                 2.3975,                 1.2203,                 1.1731,              0.0010298,              0.0010298,              0.0010298
                    149,                 1.3498,                 2.1677,                  0.977,                 1.1707,                0.62315,                0.46301,                0.53845,                0.26486,                0.61778,                0.41305,                0.47886,                 0.1919,                 1.6581,                 2.8587,                  1.196,                 1.1785,              0.0010232,              0.0010232,              0.0010232
                    150,                 1.3785,                 2.1464,                 0.9885,                 1.1769,                0.60225,                0.46074,                0.52779,                0.26406,                0.60047,                0.42296,                0.47735,                0.19424,                 1.6512,                 2.4203,                 1.2446,                 1.1801,              0.0010166,              0.0010166,              0.0010166
                    151,                 1.3509,                   2.08,                0.98747,                 1.1604,                0.58842,                0.50091,                0.56387,                0.27779,                 0.5421,                0.46148,                0.49993,                0.20362,                  1.639,                 2.3141,                 1.1766,                 1.1813,                0.00101,                0.00101,                0.00101
                    152,                 1.3541,                 2.0843,                0.96245,                 1.1593,                0.59571,                0.51333,                 0.5638,                0.27972,                0.57768,                0.45704,                0.50592,                0.20834,                 1.6333,                 2.3531,                 1.1908,                 1.1792,              0.0010034,              0.0010034,              0.0010034
                    153,                 1.3411,                 2.1183,                 0.9699,                  1.148,                 0.6069,                0.47118,                 0.5335,                0.26137,                 0.5448,                0.43481,                 0.4637,                0.18531,                 1.6652,                 2.7071,                  1.199,                 1.1782,              0.0009968,              0.0009968,              0.0009968
                    154,                  1.368,                 2.1914,                0.98952,                 1.1775,                0.55641,                0.54889,                 0.5687,                 0.2748,                0.56745,                0.45556,                0.49963,                0.20313,                 1.6621,                 2.6852,                 1.1891,                 1.1665,              0.0009902,              0.0009902,              0.0009902
                    155,                 1.3423,                 2.1113,                0.97572,                 1.1673,                0.62906,                0.44343,                0.51556,                0.25444,                 0.6181,                 0.3763,                0.44524,                0.18349,                 1.6582,                 2.4583,                 1.2425,                 1.1836,              0.0009836,              0.0009836,              0.0009836
                    156,                 1.3566,                 2.1008,                0.98907,                 1.1719,                0.62791,                0.50963,                0.58077,                0.27789,                0.59191,                0.47111,                0.51334,                0.20407,                 1.6727,                 2.4329,                 1.1918,                 1.1877,               0.000977,               0.000977,               0.000977
                    157,                 1.3441,                 2.1057,                0.98228,                 1.1629,                 0.5883,                0.54195,                0.56485,                0.26905,                0.55562,                0.47926,                0.49722,                0.20206,                   1.66,                 2.3515,                 1.1951,                 1.1918,              0.0009704,              0.0009704,              0.0009704
                    158,                 1.3613,                 2.1126,                0.98968,                 1.1709,                0.59977,                0.55407,                0.59894,                0.28872,                0.58794,                0.49111,                0.52617,                0.20897,                  1.634,                 2.3739,                 1.1397,                  1.171,              0.0009638,              0.0009638,              0.0009638
                    159,                 1.3471,                 2.1058,                0.96698,                  1.159,                0.58189,                0.55257,                0.58676,                0.27448,                0.58515,                0.45407,                0.50289,                0.18979,                 1.6863,                 2.3947,                 1.1941,                 1.1952,              0.0009572,              0.0009572,              0.0009572
                    160,                 1.3475,                 2.1522,                 0.9895,                 1.1649,                 0.6016,                0.53244,                0.57626,                 0.2824,                0.59356,                 0.4637,                0.51459,                0.20585,                 1.6492,                 2.3866,                 1.1769,                  1.186,              0.0009506,              0.0009506,              0.0009506
                    161,                 1.3458,                 2.1629,                 1.0019,                 1.1679,                0.60334,                0.47407,                0.53446,                0.26822,                0.65607,                0.39037,                0.47715,                0.20157,                 1.6299,                 2.4132,                 1.2078,                 1.1753,               0.000944,               0.000944,               0.000944
                    162,                 1.3564,                  2.109,                0.97714,                 1.1725,                0.61269,                0.43704,                0.49425,                0.24126,                0.57188,                0.39876,                 0.4353,                0.17967,                 1.6764,                  2.879,                 1.2787,                 1.1895,              0.0009374,              0.0009374,              0.0009374
                    163,                 1.3449,                 2.1605,                0.98159,                 1.1723,                0.61128,                0.50889,                0.57767,                0.27758,                0.58739,                0.43926,                 0.4979,                0.19541,                 1.6408,                  2.389,                 1.1641,                 1.1616,              0.0009308,              0.0009308,              0.0009308
                    164,                 1.3289,                 2.0884,                0.96355,                 1.1526,                0.61497,                0.54543,                0.59716,                0.29155,                0.61483,                0.49071,                0.53775,                0.21867,                 1.6415,                  2.385,                 1.1755,                 1.1674,              0.0009242,              0.0009242,              0.0009242
                    165,                 1.3484,                 2.0848,                0.97504,                 1.1471,                0.64568,                 0.4738,                0.55215,                 0.2616,                0.61033,                0.41072,                0.45689,                0.18614,                 1.6645,                 2.4842,                 1.2105,                 1.1853,              0.0009176,              0.0009176,              0.0009176
                    166,                 1.3377,                 2.1891,                0.97975,                 1.1777,                0.67025,                0.46296,                0.55798,                0.27112,                0.62487,                0.42667,                0.48345,                0.19711,                 1.6509,                 2.4717,                 1.1874,                 1.1785,               0.000911,               0.000911,               0.000911
                    167,                 1.3317,                 2.0678,                0.97467,                 1.1665,                0.60358,                0.53481,                 0.5782,                0.27458,                0.59088,                0.45254,                0.49569,                0.20085,                 1.6731,                 2.4734,                 1.1716,                 1.1909,              0.0009044,              0.0009044,              0.0009044
                    168,                 1.3245,                 2.1215,                 0.9744,                 1.1632,                0.63004,                0.51926,                0.58927,                0.28541,                0.59432,                0.46889,                0.51993,                0.21354,                 1.6295,                 2.4652,                 1.1675,                 1.1719,              0.0008978,              0.0008978,              0.0008978
                    169,                 1.3199,                 2.0802,                  0.952,                 1.1664,                0.61502,                0.53852,                0.58714,                0.28983,                0.58609,                0.49192,                0.52636,                0.22548,                 1.6218,                 2.4082,                 1.1654,                 1.1738,              0.0008912,              0.0008912,              0.0008912
                    170,                 1.3435,                 2.0964,                0.96921,                 1.1672,                  0.578,                0.56207,                0.57584,                0.27495,                0.60566,                0.45852,                0.49369,                0.20285,                 1.6655,                 2.4438,                 1.2011,                 1.1827,              0.0008846,              0.0008846,              0.0008846
                    171,                 1.3161,                 2.0429,                0.96013,                 1.1602,                0.58745,                0.52422,                  0.562,                0.27465,                0.61618,                0.46258,                0.50962,                0.21419,                 1.6413,                 3.3452,                 1.1869,                 1.1674,               0.000878,               0.000878,               0.000878
                    172,                 1.3332,                 2.1073,                0.95916,                 1.1563,                 0.5984,                0.54148,                0.57105,                0.27681,                0.59672,                0.45556,                0.49824,                 0.2012,                 1.6496,                 3.0886,                 1.1777,                 1.1679,              0.0008714,              0.0008714,              0.0008714
                    173,                 1.3225,                 2.0694,                0.97223,                 1.1574,                0.58782,                0.57259,                0.59245,                 0.2904,                0.57315,                0.49407,                0.52539,                0.21686,                 1.6499,                 2.4465,                  1.159,                 1.1788,              0.0008648,              0.0008648,              0.0008648
                    174,                 1.3582,                 2.1431,                0.98196,                 1.1623,                0.56469,                0.58444,                0.59392,                0.29098,                0.60115,                0.47407,                0.53009,                0.22062,                 1.6395,                 2.3778,                 1.1677,                 1.1751,              0.0008582,              0.0008582,              0.0008582
                    175,                 1.3242,                 2.0952,                0.95372,                 1.1478,                0.60544,                0.56074,                0.60613,                 0.2942,                0.58482,                0.51407,                0.54049,                0.22181,                 1.6372,                 2.3799,                 1.1688,                 1.1671,              0.0008516,              0.0008516,              0.0008516
                    176,                 1.3278,                 2.1251,                0.97236,                 1.1471,                0.61062,                0.56148,                0.59756,                0.29278,                0.61174,                0.46593,                0.51785,                0.21059,                 1.6484,                 2.3612,                 1.1677,                 1.1855,               0.000845,               0.000845,               0.000845
                    177,                 1.3398,                 2.1579,                0.97427,                 1.1642,                0.60311,                0.54148,                0.58318,                0.28262,                0.58923,                0.47481,                0.50452,                0.21028,                 1.6153,                 2.3203,                 1.1421,                 1.1654,              0.0008384,              0.0008384,              0.0008384
                    178,                 1.2995,                 2.0389,                0.95526,                 1.1415,                0.61869,                0.53244,                0.57996,                0.28337,                0.59792,                0.48357,                0.52115,                0.21619,                 1.6343,                 2.3684,                 1.1536,                 1.1548,              0.0008318,              0.0008318,              0.0008318
                    179,                 1.3148,                 2.0265,                  0.967,                 1.1573,                0.60975,                0.55704,                0.59231,                0.28745,                0.60399,                   0.48,                0.52759,                0.21263,                 1.6361,                  2.404,                 1.1683,                 1.1653,              0.0008252,              0.0008252,              0.0008252
                    180,                 1.2911,                 2.0998,                0.95274,                 1.1481,                0.58826,                0.51704,                0.56297,                0.27408,                0.58742,                   0.46,                0.50005,                 0.2117,                 1.6497,                 2.3634,                 1.1825,                 1.1874,              0.0008186,              0.0008186,              0.0008186
                    181,                 1.3373,                  2.083,                0.96385,                 1.1579,                0.58918,                0.52741,                0.57368,                 0.2761,                0.60337,                0.44848,                 0.5004,                0.20523,                 1.6539,                 2.3665,                 1.1656,                 1.1734,               0.000812,               0.000812,               0.000812
                    182,                 1.3212,                 2.1735,                0.97835,                 1.1589,                0.59313,                0.51037,                0.55788,                0.27153,                0.58885,                0.46444,                0.50143,                0.21124,                 1.6536,                 2.3936,                 1.1867,                  1.183,              0.0008054,              0.0008054,              0.0008054
                    183,                  1.325,                 2.0785,                0.95439,                 1.1482,                0.65332,                 0.5151,                0.57596,                 0.2763,                0.61616,                0.46741,                0.50455,                0.20487,                 1.6499,                 2.3189,                  1.157,                 1.1703,              0.0007988,              0.0007988,              0.0007988
                    184,                 1.2983,                 2.0957,                0.94321,                 1.1452,                0.61932,                 0.5194,                0.58606,                0.28872,                0.63444,                0.46666,                0.53371,                0.22547,                 1.6269,                 2.3285,                 1.1329,                 1.1563,              0.0007922,              0.0007922,              0.0007922
                    185,                 1.2966,                 2.0804,                0.92871,                 1.1401,                0.64628,                0.51699,                0.57704,                0.27143,                0.62532,                0.46519,                0.50325,                0.20616,                 1.6563,                 2.3788,                 1.2036,                 1.1762,              0.0007856,              0.0007856,              0.0007856
                    186,                 1.3038,                 2.1327,                0.95188,                 1.1492,                0.62039,                0.48741,                0.54904,                0.26708,                0.58564,                0.44815,                0.47547,                0.19863,                 1.6359,                  2.437,                 1.1746,                 1.1708,               0.000779,               0.000779,               0.000779
                    187,                 1.3107,                 2.0358,                0.93489,                 1.1369,                0.63869,                0.44593,                0.52136,                0.25909,                0.59643,                0.40296,                0.44911,                0.18507,                 1.6505,                 2.3795,                 1.2402,                 1.1716,              0.0007724,              0.0007724,              0.0007724
                    188,                 1.2962,                 2.0768,                0.94535,                 1.1333,                0.63915,                    0.5,                0.57354,                0.28039,                0.61563,                0.46815,                0.50789,                0.21046,                  1.615,                 2.3777,                 1.1694,                 1.1643,              0.0007658,              0.0007658,              0.0007658
                    189,                 1.2967,                 2.0086,                0.92766,                 1.1459,                0.60863,                0.56214,                0.59113,                0.28816,                0.58975,                0.51219,                0.53694,                0.22348,                 1.6244,                    2.4,                  1.176,                 1.1706,              0.0007592,              0.0007592,              0.0007592
                    190,                 1.3286,                  2.085,                0.96006,                 1.1496,                0.58302,                0.51852,                0.56022,                0.27003,                0.57201,                0.45111,                0.48195,                0.19876,                 1.6559,                 2.3531,                 1.1775,                 1.1714,              0.0007526,              0.0007526,              0.0007526
                    191,                 1.2939,                 2.1056,                0.94937,                 1.1423,                0.59861,                0.49185,                0.55639,                0.27525,                0.58752,                0.44741,                0.49688,                0.20632,                 1.6096,                 2.3303,                 1.1867,                 1.1636,               0.000746,               0.000746,               0.000746
                    192,                 1.3007,                 2.0853,                 0.9587,                 1.1487,                0.61004,                0.49333,                 0.5425,                0.27345,                0.60571,                 0.4363,                0.49215,                0.20938,                 1.6239,                 2.3431,                 1.1894,                 1.1727,              0.0007394,              0.0007394,              0.0007394
                    193,                 1.3086,                 2.1018,                0.93607,                 1.1474,                0.58895,                0.55037,                0.57219,                0.27321,                0.58482,                0.47893,                0.50158,                0.19889,                 1.6677,                 2.3638,                 1.1975,                 1.1881,              0.0007328,              0.0007328,              0.0007328
                    194,                 1.3177,                 2.1078,                 0.9376,                 1.1474,                0.62105,                0.47926,                0.54756,                0.26676,                 0.5899,                 0.4294,                0.47498,                0.19608,                  1.664,                 2.4113,                 1.1994,                 1.1908,              0.0007262,              0.0007262,              0.0007262
                    195,                 1.3004,                 2.0791,                0.92607,                 1.1458,                0.61572,                0.57918,                0.61231,                0.29431,                0.61464,                0.48913,                0.53817,                0.21724,                 1.6348,                 2.3248,                 1.1234,                 1.1705,              0.0007196,              0.0007196,              0.0007196
                    196,                 1.2923,                 2.1021,                0.91805,                 1.1283,                0.60605,                 0.5413,                0.59197,                 0.2914,                0.58591,                0.47185,                0.51993,                0.21814,                 1.6204,                 2.3256,                 1.1382,                 1.1673,               0.000713,               0.000713,               0.000713
                    197,                 1.2855,                 2.0406,                0.89914,                 1.1317,                0.60468,                0.55859,                0.60137,                0.28949,                0.61298,                0.47926,                0.53764,                0.22136,                 1.6205,                  2.384,                 1.1337,                 1.1725,              0.0007064,              0.0007064,              0.0007064
                    198,                 1.3036,                 2.0069,                0.92421,                 1.1395,                0.59373,                0.53037,                0.57567,                0.28237,                0.58366,                0.46074,                0.50592,                0.21104,                 1.6299,                 2.3753,                 1.1603,                 1.1655,              0.0006998,              0.0006998,              0.0006998
                    199,                 1.3001,                 2.1394,                0.91177,                 1.1334,                0.64354,                0.55231,                0.61407,                0.29836,                0.59954,                0.50014,                 0.5353,                0.22037,                 1.6311,                 2.4136,                 1.1301,                 1.1594,              0.0006932,              0.0006932,              0.0006932
                    200,                 1.2827,                  2.033,                0.92879,                 1.1289,                0.61019,                0.54741,                0.58548,                 0.2848,                0.59829,                0.45784,                0.50343,                0.20961,                 1.6285,                 2.5851,                  1.168,                 1.1633,              0.0006866,              0.0006866,              0.0006866
                    201,                 1.3084,                 2.1073,                0.92694,                 1.1395,                0.60307,                0.56815,                0.60035,                0.29542,                0.60936,                0.47778,                0.52772,                0.22095,                 1.6193,                 2.4551,                  1.134,                 1.1564,                0.00068,                0.00068,                0.00068
                    202,                 1.2893,                  2.067,                0.91899,                  1.136,                0.62033,                0.53735,                 0.5963,                0.28623,                0.60451,                0.46444,                0.51793,                0.20832,                  1.631,                 2.4537,                 1.1394,                 1.1582,              0.0006734,              0.0006734,              0.0006734
                    203,                 1.3305,                 2.0746,                0.92931,                 1.1399,                0.58363,                0.59926,                0.60805,                0.29649,                0.59272,                0.52822,                0.55755,                0.22322,                 1.6214,                 2.3748,                 1.1157,                 1.1601,              0.0006668,              0.0006668,              0.0006668
                    204,                 1.2999,                 1.9907,                0.92567,                 1.1374,                0.58645,                 0.5725,                0.60266,                0.29832,                0.63272,                0.48108,                0.54565,                0.22946,                 1.5954,                 2.2951,                 1.1139,                 1.1444,              0.0006602,              0.0006602,              0.0006602
                    205,                 1.3138,                 2.0943,                 0.9236,                 1.1549,                0.62457,                0.54963,                0.60125,                0.28593,                0.61242,                 0.5037,                0.54411,                0.22033,                 1.6413,                 2.2878,                 1.1276,                 1.1662,              0.0006536,              0.0006536,              0.0006536
                    206,                 1.2856,                 2.0616,                0.91516,                 1.1322,                0.63917,                0.52519,                0.59327,                0.29201,                0.63055,                0.47259,                0.53319,                0.22004,                 1.6278,                 2.3406,                 1.1407,                 1.1634,               0.000647,               0.000647,               0.000647
                    207,                 1.2993,                 2.1237,                0.91137,                 1.1412,                0.65332,                0.50741,                0.58455,                0.28615,                0.63189,                0.46815,                0.52587,                0.21654,                 1.6348,                 2.3159,                 1.1312,                 1.1612,              0.0006404,              0.0006404,              0.0006404
